id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	direction	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	is_copy_of	gapseq.status
rxn00543	R00754	ethanol:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd00363[0] <=> (1) cpd00004[0] + (1) cpd00071[0]	-1:cpd00003:0:0:"NAD";-1:cpd00363:0:0:"Ethanol";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd00071:0:0:"Acetaldehyde"	0	(1) cpd00003[0] + (1) cpd00363[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00071[0]	(1) NAD[0] + (1) Ethanol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetaldehyde[0]	=	=					5.78	1.26	cpd00003;cpd00004;cpd00067;cpd00071;cpd00363	OK	0	rxn27700;rxn30083;rxn38033;rxn38034			approved
rxn00544	R00755	R00755	(1) cpd00056[0] + (1) cpd00071[0] <=> (1) cpd03049[0]	-1:cpd00056:0:0:"TPP";-1:cpd00071:0:0:"Acetaldehyde";1:cpd03049:0:0:"2-Hydroxyethyl-ThPP"	0	(1) cpd00056[0] + (1) cpd00071[0] <=> (1) cpd03049[0]	(1) TPP[0] + (1) Acetaldehyde[0] <=> (1) 2-Hydroxyethyl-ThPP[0]	=	=					-3.43	0.72	cpd00056;cpd00071;cpd03049	OK	0	rxn31364;rxn31365			approved
rxn00545	R00756	ATP:D-fructose-6-phosphate 1-phosphotransferase	(1) cpd00002[0] + (1) cpd00072[0] <=> (1) cpd00008[0] + (1) cpd00290[0]	-1:cpd00002:0:0:"ATP";-1:cpd00072:0:0:"D-fructose-6-phosphate";1:cpd00008:0:0:"ADP";1:cpd00067:0:0:"H+";1:cpd00290:0:0:"D-fructose-1,6-bisphosphate"	0	(1) cpd00002[0] + (1) cpd00072[0] => (1) cpd00008[0] + (1) cpd00067[0] + (1) cpd00290[0]	(1) ATP[0] + (1) D-fructose-6-phosphate[0] => (1) ADP[0] + (1) H+[0] + (1) D-fructose-1,6-bisphosphate[0]	>	>					-14.03	0.24	cpd00002;cpd00008;cpd00067;cpd00072;cpd00290	OK	0	rxn34257	HB		approved
rxn00546	R00758	D-Mannitol-1-phosphate:NAD+ 5-oxidoreductase	(1) cpd00003[0] + (1) cpd00491[0] <=> (1) cpd00004[0] + (1) cpd00072[0]	-1:cpd00003:0:0:"NAD";-1:cpd00491:0:0:"D-mannitol-1-phosphate";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd00072:0:0:"D-fructose-6-phosphate"	0	(1) cpd00003[0] + (1) cpd00491[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00072[0]	(1) NAD[0] + (1) D-mannitol-1-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-fructose-6-phosphate[0]	=	=					2.01	1.7	cpd00003;cpd00004;cpd00067;cpd00072;cpd00491	OK	0	rxn13933;rxn13943			approved
rxn00547	R00760	ATP:D-fructose 6-phosphotransferase	(1) cpd00002[0] + (1) cpd00082[0] <=> (1) cpd00008[0] + (1) cpd00072[0]	-1:cpd00002:0:0:"ATP";-1:cpd00082:0:0:"D-Fructose";1:cpd00008:0:0:"ADP";1:cpd00067:0:0:"H+";1:cpd00072:0:0:"D-fructose-6-phosphate"	0	(1) cpd00002[0] + (1) cpd00082[0] => (1) cpd00008[0] + (1) cpd00067[0] + (1) cpd00072[0]	(1) ATP[0] + (1) D-Fructose[0] => (1) ADP[0] + (1) H+[0] + (1) D-fructose-6-phosphate[0]	>	>					-14.03	0.24	cpd00002;cpd00008;cpd00067;cpd00072;cpd00082	OK	0	rxn33495;rxn33497	HB		approved
rxn00548	F6p-p-ketolase	D-fructose-6-phosphate D-erythrose-4-phosphate-lyase (adding phosphate; acetyl-phosphate-forming)	(1) cpd00009[0] + (1) cpd00072[0] <=> (1) cpd00001[0] + (1) cpd00196[0] + (1) cpd00236[0]	-1:cpd00009:0:0:"Phosphate";-1:cpd00072:0:0:"D-fructose-6-phosphate";1:cpd00001:0:0:"H2O";1:cpd00196:0:0:"Acetylphosphate";1:cpd00236:0:0:"D-Erythrose4-phosphate"	0	(1) cpd00009[0] + (1) cpd00072[0] => (1) cpd00001[0] + (1) cpd00196[0] + (1) cpd00236[0]	(1) Phosphate[0] + (1) D-fructose-6-phosphate[0] => (1) H2O[0] + (1) Acetylphosphate[0] + (1) D-Erythrose4-phosphate[0]	>	>					-20.31	1.47	cpd00001;cpd00009;cpd00072;cpd00196;cpd00236	OK	0		HB		approved
rxn00549	R00762	D-Fructose-1,6-bisphosphate 1-phosphohydrolase	(1) cpd00001[0] + (1) cpd00290[0] <=> (1) cpd00009[0] + (1) cpd00072[0]	-1:cpd00001:0:0:"H2O";-1:cpd00290:0:0:"D-fructose-1,6-bisphosphate";1:cpd00009:0:0:"Phosphate";1:cpd00072:0:0:"D-fructose-6-phosphate"	0	(1) cpd00001[0] + (1) cpd00290[0] => (1) cpd00009[0] + (1) cpd00072[0]	(1) H2O[0] + (1) D-fructose-1,6-bisphosphate[0] => (1) Phosphate[0] + (1) D-fructose-6-phosphate[0]	>	=					7.21	0.74	cpd00001;cpd00009;cpd00072;cpd00290	OK	0	rxn31218	HB		corrected
rxn00550	R00763	beta-D-fructose-2,6-bisphosphate 2-phosphohydrolase	(1) cpd00001[0] + (1) cpd00503[0] <=> (1) cpd00009[0] + (1) cpd00072[0]	-1:cpd00001:0:0:"H2O";-1:cpd00503:0:0:"D-Fructose 2,6-bisphosphate";1:cpd00009:0:0:"Phosphate";2:cpd00067:0:0:"H+";1:cpd00072:0:0:"D-fructose-6-phosphate"	0	(1) cpd00001[0] + (1) cpd00503[0] => (1) cpd00009[0] + (2) cpd00067[0] + (1) cpd00072[0]	(1) H2O[0] + (1) D-Fructose 2,6-bisphosphate[0] => (1) Phosphate[0] + (2) H+[0] + (1) D-fructose-6-phosphate[0]	>	=					7.21	0.74	cpd00001;cpd00009;cpd00067;cpd00072;cpd00503	OK	0		HB		corrected
rxn00551	R00764	diphosphate:D-fructose-6-phosphate 1-phosphotransferase	(1) cpd00012[0] + (1) cpd00072[0] <=> (1) cpd00009[0] + (1) cpd00290[0]	-1:cpd00012:0:0:"PPi";-1:cpd00072:0:0:"D-fructose-6-phosphate";1:cpd00009:0:0:"Phosphate";1:cpd00067:0:0:"H+";1:cpd00290:0:0:"D-fructose-1,6-bisphosphate"	0	(1) cpd00012[0] + (1) cpd00072[0] => (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd00290[0]	(1) PPi[0] + (1) D-fructose-6-phosphate[0] => (1) Phosphate[0] + (1) H+[0] + (1) D-fructose-1,6-bisphosphate[0]	>	=					-3.07	0.74	cpd00009;cpd00012;cpd00067;cpd00072;cpd00290	OK	0				corrected
rxn00552	R00765	D-glucosamine-6-phosphate aminohydrolase (ketol isomerizing)	(1) cpd00001[0] + (1) cpd00288[0] <=> (1) cpd00013[0] + (1) cpd00072[0]	-1:cpd00001:0:0:"H2O";-1:cpd00288:0:0:"D-Glucosamine phosphate";1:cpd00013:0:0:"NH3";1:cpd00072:0:0:"D-fructose-6-phosphate"	0	(1) cpd00001[0] + (1) cpd00288[0] => (1) cpd00013[0] + (1) cpd00072[0]	(1) H2O[0] + (1) D-Glucosamine phosphate[0] => (1) NH3[0] + (1) D-fructose-6-phosphate[0]	>	>					1.58	0.96	cpd00001;cpd00013;cpd00072;cpd00288	OK	0				approved
rxn00553	R00766	UDP-glucose:D-fructose-6-phosphate 2-alpha-D-glucosyltransferase	(1) cpd00026[0] + (1) cpd00072[0] <=> (1) cpd00014[0] + (1) cpd01693[0]	-1:cpd00026:0:0:"UDP-glucose";-1:cpd00072:0:0:"D-fructose-6-phosphate";1:cpd00014:0:0:"UDP";1:cpd01693:0:0:"6-Phosphosucrose"	0	(1) cpd00026[0] + (1) cpd00072[0] => (1) cpd00014[0] + (1) cpd01693[0]	(1) UDP-glucose[0] + (1) D-fructose-6-phosphate[0] => (1) UDP[0] + (1) 6-Phosphosucrose[0]	>	=					-1.7	0.63	cpd00014;cpd00026;cpd00072;cpd01693	OK	0				corrected
rxn00554	R00767	CTP:D-fructose-6-phosphate 1-phosphotransferase	(1) cpd00052[0] + (1) cpd00072[0] <=> (1) cpd00096[0] + (1) cpd00290[0]	-1:cpd00052:0:0:"CTP";-1:cpd00072:0:0:"D-fructose-6-phosphate";1:cpd00067:0:0:"H+";1:cpd00096:0:0:"CDP";1:cpd00290:0:0:"D-fructose-1,6-bisphosphate"	0	(1) cpd00052[0] + (1) cpd00072[0] => (1) cpd00067[0] + (1) cpd00096[0] + (1) cpd00290[0]	(1) CTP[0] + (1) D-fructose-6-phosphate[0] => (1) H+[0] + (1) CDP[0] + (1) D-fructose-1,6-bisphosphate[0]	>	>					-14.03	0.24	cpd00052;cpd00067;cpd00072;cpd00096;cpd00290	OK	0		HB		approved
rxn00555	R00768	L-glutamine:D-fructose-6-phosphate isomerase (deaminating)	(1) cpd00053[0] + (1) cpd00072[0] <=> (1) cpd00023[0] + (1) cpd00288[0]	-1:cpd00053:0:0:"L-Glutamine";-1:cpd00072:0:0:"D-fructose-6-phosphate";1:cpd00023:0:0:"L-Glutamate";1:cpd00288:0:0:"D-Glucosamine phosphate"	0	(1) cpd00053[0] + (1) cpd00072[0] <=> (1) cpd00023[0] + (1) cpd00288[0]	(1) L-Glutamine[0] + (1) D-fructose-6-phosphate[0] <=> (1) L-Glutamate[0] + (1) D-Glucosamine phosphate[0]	=	=					-6.3	0.84	cpd00023;cpd00053;cpd00072;cpd00288	OK	0	rxn32367;rxn32369;rxn32371			approved
rxn00556	R00769	UTP:D-fructose-6-phosphate 1-phosphotransferase	(1) cpd00062[0] + (1) cpd00072[0] <=> (1) cpd00014[0] + (1) cpd00290[0]	-1:cpd00062:0:0:"UTP";-1:cpd00072:0:0:"D-fructose-6-phosphate";1:cpd00014:0:0:"UDP";1:cpd00067:0:0:"H+";1:cpd00290:0:0:"D-fructose-1,6-bisphosphate"	0	(1) cpd00062[0] + (1) cpd00072[0] => (1) cpd00014[0] + (1) cpd00067[0] + (1) cpd00290[0]	(1) UTP[0] + (1) D-fructose-6-phosphate[0] => (1) UDP[0] + (1) H+[0] + (1) D-fructose-1,6-bisphosphate[0]	>	>					-14.03	0.24	cpd00014;cpd00062;cpd00067;cpd00072;cpd00290	OK	0		HB		approved
rxn00557	R00770	ITP:D-fructose-6-phosphate 1-phosphotransferase	(1) cpd00068[0] + (1) cpd00072[0] <=> (1) cpd00090[0] + (1) cpd00290[0]	-1:cpd00068:0:0:"ITP";-1:cpd00072:0:0:"D-fructose-6-phosphate";1:cpd00067:0:0:"H+";1:cpd00090:0:0:"IDP";1:cpd00290:0:0:"D-fructose-1,6-bisphosphate"	0	(1) cpd00068[0] + (1) cpd00072[0] => (1) cpd00067[0] + (1) cpd00090[0] + (1) cpd00290[0]	(1) ITP[0] + (1) D-fructose-6-phosphate[0] => (1) H+[0] + (1) IDP[0] + (1) D-fructose-1,6-bisphosphate[0]	>	>					-14.03	0.24	cpd00067;cpd00068;cpd00072;cpd00090;cpd00290	OK	0		HB		approved
rxn00558	R00771	D-glucose-6-phosphate aldose-ketose-isomerase	(1) cpd00079[0] <=> (1) cpd00072[0]	-1:cpd00079:0:0:"D-glucose-6-phosphate";1:cpd00072:0:0:"D-fructose-6-phosphate"	0	(1) cpd00079[0] <=> (1) cpd00072[0]	(1) D-glucose-6-phosphate[0] <=> (1) D-fructose-6-phosphate[0]	=	=					-0.89	0.61	cpd00072;cpd00079	OK	0	rxn34259			approved
rxn00559	R00772	D-mannose-6-phosphate aldose-ketose-isomerase	(1) cpd00235[0] <=> (1) cpd00072[0]	-1:cpd00235:0:0:"D-mannose-6-phosphate";1:cpd00072:0:0:"D-fructose-6-phosphate"	0	(1) cpd00235[0] <=> (1) cpd00072[0]	(1) D-mannose-6-phosphate[0] <=> (1) D-fructose-6-phosphate[0]	=	=					-0.89	0.61	cpd00072;cpd00235	OK	0	rxn33558;rxn33575			approved
rxn00560	R00774	Urea:carbon-dioxide ligase (ADP-forming)	(1) cpd00002[0] + (1) cpd00073[0] + (1) cpd00242[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00742[0]	-1:cpd00002:0:0:"ATP";-1:cpd00073:0:0:"Urea";-1:cpd00242:0:0:"H2CO3";1:cpd00008:0:0:"ADP";1:cpd00009:0:0:"Phosphate";1:cpd00067:0:0:"H+";1:cpd00742:0:0:"Allophanate"	0	(1) cpd00002[0] + (1) cpd00073[0] + (1) cpd00242[0] => (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd00742[0]	(1) ATP[0] + (1) Urea[0] + (1) H2CO3[0] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) Allophanate[0]	>	>					-2.1	1.29	cpd00002;cpd00008;cpd00009;cpd00067;cpd00073;cpd00242;cpd00742	OK	0	rxn35318			approved
rxn00561	R00775	Guanidinoacetate amidohydrolase	(1) cpd00001[0] + (1) cpd00451[0] <=> (1) cpd00033[0] + (1) cpd00073[0]	-1:cpd00001:0:0:"H2O";-1:cpd00451:0:0:"Glycocyamine";1:cpd00033:0:0:"Glycine";1:cpd00073:0:0:"Urea"	0	(1) cpd00001[0] + (1) cpd00451[0] => (1) cpd00033[0] + (1) cpd00073[0]	(1) H2O[0] + (1) Glycocyamine[0] => (1) Glycine[0] + (1) Urea[0]	>	>					-3.9	1.68	cpd00001;cpd00033;cpd00073;cpd00451	OK	0				approved
rxn00562	R00776	(S)-ureidoglycolate urea-lyase (glyoxylate-forming)	(1) cpd00465[0] <=> (1) cpd00040[0] + (1) cpd00073[0]	-1:cpd00465:0:0:"Ureidoglycolate";1:cpd00040:0:0:"Glyoxalate";1:cpd00073:0:0:"Urea"	0	(1) cpd00465[0] => (1) cpd00040[0] + (1) cpd00073[0]	(1) Ureidoglycolate[0] => (1) Glyoxalate[0] + (1) Urea[0]	>	=					4.24	1.11	cpd00040;cpd00073;cpd00465	OK	0	rxn27429			corrected
rxn00563	R00777	N-Amidino-L-aspartate amidinohydrolase	(1) cpd00001[0] + (1) cpd02008[0] <=> (1) cpd00041[0] + (1) cpd00073[0]	-1:cpd00001:0:0:"H2O";-1:cpd02008:0:0:"N-Amidino-L-aspartate";1:cpd00041:0:0:"L-Aspartate";1:cpd00073:0:0:"Urea"	0	(1) cpd00001[0] + (1) cpd02008[0] => (1) cpd00041[0] + (1) cpd00073[0]	(1) H2O[0] + (1) N-Amidino-L-aspartate[0] => (1) L-Aspartate[0] + (1) Urea[0]	>	>					-3.9	1.68	cpd00001;cpd00041;cpd00073;cpd02008	OK	0				approved
rxn00564	R00778	urea hydro-lyase (cyanamide-forming)	(1) cpd00073[0] <=> (1) cpd00001[0] + (1) cpd01103[0]	-1:cpd00073:0:0:"Urea";1:cpd00001:0:0:"H2O";1:cpd01103:0:0:"Cyanamide"	0	(1) cpd00073[0] <= (1) cpd00001[0] + (1) cpd01103[0]	(1) Urea[0] <= (1) H2O[0] + (1) Cyanamide[0]	<	=					3.55	4.98	cpd00001;cpd00073;cpd01103	OK	0				corrected
rxn00565	R00781	Sulfur:oxygen oxidoreductase	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00074[0] <=> (1) cpd00081[0]	-1:cpd00001:0:0:"H2O";-1:cpd00007:0:0:"O2";-1:cpd00074:0:0:"S";1:cpd00067:0:0:"H+";1:cpd00081:0:0:"Sulfite"	0	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00074[0] => (1) cpd00067[0] + (1) cpd00081[0]	(1) H2O[0] + (1) O2[0] + (1) S[0] => (1) H+[0] + (1) Sulfite[0]	>	>					-76.25	1	cpd00001;cpd00007;cpd00067;cpd00074;cpd00081	OK	0				approved
rxn00566	R00782	L-Cysteine hydrogen-sulfide-lyase (deaminating; pyruvate-forming)	(1) cpd00001[0] + (1) cpd00084[0] <=> (1) cpd00013[0] + (1) cpd00020[0] + (1) cpd00239[0]	-1:cpd00001:0:0:"H2O";-1:cpd00084:0:0:"L-Cysteine";1:cpd00013:0:0:"NH3";1:cpd00020:0:0:"Pyruvate";1:cpd00067:0:0:"H+";1:cpd00239:0:0:"H2S"	0	(1) cpd00001[0] + (1) cpd00084[0] => (1) cpd00013[0] + (1) cpd00020[0] + (1) cpd00067[0] + (1) cpd00239[0]	(1) H2O[0] + (1) L-Cysteine[0] => (1) NH3[0] + (1) Pyruvate[0] + (1) H+[0] + (1) H2S[0]	>	>					-7.77	1.14	cpd00001;cpd00013;cpd00020;cpd00067;cpd00084;cpd00239	OK	0	rxn33352	HB		approved
rxn00567	R00783	nitric-oxide:ferricytochrome-c oxidoreductase	(1) cpd00001[0] + (1) cpd00109[0] + (1) cpd00418[0] <=> (1) cpd00075[0] + (1) cpd00110[0]	-1:cpd00001:1:0:"H2O";-1:cpd00109:0:0:"Cytochrome c3+";-1:cpd00418:1:0:"NO";2:cpd00067:0:0:"H+";1:cpd00075:1:0:"Nitrite";1:cpd00110:0:0:"Cytochrome c2+"	0	(1) cpd00001[1] + (1) cpd00109[0] + (1) cpd00418[1] <= (2) cpd00067[0] + (1) cpd00075[1] + (1) cpd00110[0]	(1) H2O[1] + (1) Cytochrome c3+[0] + (1) NO[1] <= (2) H+[0] + (1) Nitrite[1] + (1) Cytochrome c2+[0]	<	<					28.73	0.71	cpd00001;cpd00067;cpd00075;cpd00109;cpd00110;cpd00418	OK	0	rxn35316			corrected
rxn00568	NIRBD-RXN.c	NIRBD-RXN.c	(2) cpd00001[0] + (3) cpd00003[0] + (1) cpd00013[0] <=> (3) cpd00004[0] + (1) cpd00075[0]	-2:cpd00001:0:0:"H2O";-3:cpd00003:0:0:"NAD";-1:cpd00013:0:0:"NH3";3:cpd00004:0:0:"NADH";5:cpd00067:0:0:"H+";1:cpd00075:0:0:"Nitrite"	0	(2) cpd00001[0] + (3) cpd00003[0] + (1) cpd00013[0] => (3) cpd00004[0] + (5) cpd00067[0] + (1) cpd00075[0]	(2) H2O[0] + (3) NAD[0] + (1) NH3[0] => (3) NADH[0] + (5) H+[0] + (1) Nitrite[0]	>	>					-91.6	3.37	cpd00001;cpd00003;cpd00004;cpd00013;cpd00067;cpd00075	OK	0				removed
rxn00569	RXN0-6377.c.metaexp.NADP_NADPH	Nitrite reductase (NAD(P)H)	(2) cpd00001[0] + (3) cpd00006[0] + (1) cpd00013[0] <=> (3) cpd00005[0] + (1) cpd00075[0]	-2:cpd00001:0:0:"H2O";-3:cpd00006:0:0:"NADP";-1:cpd00013:0:0:"NH3";3:cpd00005:0:0:"NADPH";5:cpd00067:0:0:"H+";1:cpd00075:0:0:"Nitrite"	0	(2) cpd00001[0] + (3) cpd00006[0] + (1) cpd00013[0] <= (3) cpd00005[0] + (5) cpd00067[0] + (1) cpd00075[0]	(2) H2O[0] + (3) NADP[0] + (1) NH3[0] <= (3) NADPH[0] + (5) H+[0] + (1) Nitrite[0]	<	>					-91.6	3.37	cpd00001;cpd00005;cpd00006;cpd00013;cpd00067;cpd00075	OK	0				corrected
rxn00570	R00793	Hydroxylamine:oxygen oxidoreductase	(1) cpd00001[0] + (1) cpd00075[0] <=> (1) cpd00007[0] + (1) cpd00165[0]	-1:cpd00001:0:0:"H2O";-1:cpd00067:0:0:"H+";-1:cpd00075:0:0:"Nitrite";1:cpd00007:0:0:"O2";1:cpd00165:0:0:"Hydroxylamine"	0	(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd00075[0] <= (1) cpd00007[0] + (1) cpd00165[0]	(1) H2O[0] + (1) H+[0] + (1) Nitrite[0] <= (1) O2[0] + (1) Hydroxylamine[0]	<	<					40.14	1.18	cpd00001;cpd00007;cpd00067;cpd00075;cpd00165	OK	0	rxn19884			approved
rxn00571	R00794	nitrite:NAD+ oxidoreductase	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00075[0] <=> (1) cpd00004[0] + (1) cpd00209[0]	-1:cpd00001:0:0:"H2O";-1:cpd00003:0:0:"NAD";-1:cpd00075:0:0:"Nitrite";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd00209:0:0:"Nitrate"	0	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00075[0] <= (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00209[0]	(1) H2O[0] + (1) NAD[0] + (1) Nitrite[0] <= (1) NADH[0] + (1) H+[0] + (1) Nitrate[0]	<	<					34.72	1.36	cpd00001;cpd00003;cpd00004;cpd00067;cpd00075;cpd00209	OK	0	rxn32166;rxn34009;rxn38182			approved
rxn00572	R00796	nitrite:NADP+ oxidoreductase	(1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00075[0] <=> (1) cpd00005[0] + (1) cpd00209[0]	-1:cpd00001:0:0:"H2O";-1:cpd00006:0:0:"NADP";-1:cpd00075:0:0:"Nitrite";1:cpd00005:0:0:"NADPH";1:cpd00067:0:0:"H+";1:cpd00209:0:0:"Nitrate"	0	(1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00075[0] <= (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00209[0]	(1) H2O[0] + (1) NADP[0] + (1) Nitrite[0] <= (1) NADPH[0] + (1) H+[0] + (1) Nitrate[0]	<	<					34.72	1.36	cpd00001;cpd00005;cpd00006;cpd00067;cpd00075;cpd00209	OK	0	rxn32381			approved
rxn00573	R00799	Nitroethane:oxygen oxidoreductase	(1) cpd00025[0] + (1) cpd00071[0] + (1) cpd00075[0] <=> (1) cpd00001[0] + (1) cpd00007[0] + (1) cpd01263[0]	-1:cpd00025:0:0:"H2O2";-1:cpd00067:0:0:"H+";-1:cpd00071:0:0:"Acetaldehyde";-1:cpd00075:0:0:"Nitrite";1:cpd00001:0:0:"H2O";1:cpd00007:0:0:"O2";1:cpd01263:0:0:"Nitroethane"	0	(1) cpd00025[0] + (1) cpd00067[0] + (1) cpd00071[0] + (1) cpd00075[0] <=> (1) cpd00001[0] + (1) cpd00007[0] + (1) cpd01263[0]	(1) H2O2[0] + (1) H+[0] + (1) Acetaldehyde[0] + (1) Nitrite[0] <=> (1) H2O[0] + (1) O2[0] + (1) Nitroethane[0]	=	=					1e+07	1e+07	cpd00001;cpd00007;cpd00025;cpd00067;cpd00071;cpd00075;cpd01263	OK	0				approved
rxn00574	rxn00574	rxn00574	(1) cpd00001[0] + (1) cpd00075[0] <=> (1) cpd00209[0]	-1:cpd00001:0:0:"H2O";-1:cpd00075:0:0:"Nitrite";2:cpd00067:0:0:"H+";1:cpd00209:0:0:"Nitrate"	0	(1) cpd00001[0] + (1) cpd00075[0] <=> (2) cpd00067[0] + (1) cpd00209[0]	(1) H2O[0] + (1) Nitrite[0] <=> (2) H+[0] + (1) Nitrate[0]	<	=					19.917	0.866025	cpd00001;cpd00067;cpd00075;cpd00209	CI:2	0				not.assessed
rxn00575	R00801	sucrose glucohydrolase	(1) cpd00001[0] + (1) cpd00076[0] <=> (1) cpd00027[0] + (1) cpd00082[0]	-1:cpd00001:0:0:"H2O";-1:cpd00076:0:0:"Sucrose";1:cpd00027:0:0:"D-Glucose";1:cpd00082:0:0:"D-Fructose"	0	(1) cpd00001[0] + (1) cpd00076[0] => (1) cpd00027[0] + (1) cpd00082[0]	(1) H2O[0] + (1) Sucrose[0] => (1) D-Glucose[0] + (1) D-Fructose[0]	>	>					-3.11	0.69	cpd00001;cpd00027;cpd00076;cpd00082	OK	0	rxn30434;rxn33104			approved
rxn00577	R00803	sucrose:phosphate alpha-D-glucosyltransferase	(1) cpd00009[0] + (1) cpd00076[0] <=> (1) cpd00082[0] + (1) cpd00089[0]	-1:cpd00009:0:0:"Phosphate";-1:cpd00076:0:0:"Sucrose";1:cpd00082:0:0:"D-Fructose";1:cpd00089:0:0:"Glucose-1-phosphate"	0	(1) cpd00009[0] + (1) cpd00076[0] => (1) cpd00082[0] + (1) cpd00089[0]	(1) Phosphate[0] + (1) Sucrose[0] => (1) D-Fructose[0] + (1) Glucose-1-phosphate[0]	>	>					-10.33	0.68	cpd00009;cpd00076;cpd00082;cpd00089	OK	0		HB		approved
rxn00578	R00805	sucrose-6F-phosphate phosphohydrolase	(1) cpd00001[0] + (1) cpd01693[0] <=> (1) cpd00009[0] + (1) cpd00076[0]	-1:cpd00001:0:0:"H2O";-1:cpd01693:0:0:"6-Phosphosucrose";1:cpd00009:0:0:"Phosphate";1:cpd00076:0:0:"Sucrose"	0	(1) cpd00001[0] + (1) cpd01693[0] => (1) cpd00009[0] + (1) cpd00076[0]	(1) H2O[0] + (1) 6-Phosphosucrose[0] => (1) Phosphate[0] + (1) Sucrose[0]	>	=					7.21	0.74	cpd00001;cpd00009;cpd00076;cpd01693	OK	0	rxn31919	HB		corrected
rxn00579	R00806	UDP-glucose:D-fructose 2-alpha-D-glucosyltransferase	(1) cpd00026[0] + (1) cpd00082[0] <=> (1) cpd00014[0] + (1) cpd00076[0]	-1:cpd00026:0:0:"UDP-glucose";-1:cpd00082:0:0:"D-Fructose";1:cpd00014:0:0:"UDP";1:cpd00076:0:0:"Sucrose"	0	(1) cpd00026[0] + (1) cpd00082[0] <=> (1) cpd00014[0] + (1) cpd00076[0]	(1) UDP-glucose[0] + (1) D-Fructose[0] <=> (1) UDP[0] + (1) Sucrose[0]	=	=					-1.7	0.63	cpd00014;cpd00026;cpd00076;cpd00082	OK	0	rxn33446			approved
rxn00580	R00807	Sucrose:(acceptor) 3-oxidoreductase	(1) cpd00015[0] + (1) cpd00076[0] <=> (1) cpd00982[0] + (1) cpd03412[0]	-1:cpd00015:0:0:"FAD";-1:cpd00067:0:0:"H+";-1:cpd00076:0:0:"Sucrose";1:cpd00982:0:0:"FADH2";1:cpd03412:0:0:"3-Ketosucrose"	0	(1) cpd00015[0] + (1) cpd00067[0] + (1) cpd00076[0] => (1) cpd00982[0] + (1) cpd03412[0]	(1) FAD[0] + (1) H+[0] + (1) Sucrose[0] => (1) FADH2[0] + (1) 3-Ketosucrose[0]	>	>					-7.02	1.86	cpd00015;cpd00067;cpd00076;cpd00982;cpd03412	OK	0		HB		approved
rxn00581	R00809	UDP-galactose:sucrose 6F-alpha-D-galactosyltransferase	(1) cpd00043[0] + (1) cpd00076[0] <=> (1) cpd00014[0] + (1) cpd02400[0]	-1:cpd00043:0:0:"UDP-galactose";-1:cpd00076:0:0:"Sucrose";1:cpd00014:0:0:"UDP";1:cpd02400:0:0:"Planteose"	0	(1) cpd00043[0] + (1) cpd00076[0] <=> (1) cpd00014[0] + (1) cpd02400[0]	(1) UDP-galactose[0] + (1) Sucrose[0] <=> (1) UDP[0] + (1) Planteose[0]	=	=					-1.7	0.63	cpd00014;cpd00043;cpd00076;cpd02400	OK	0				approved
rxn00582	R00810	Sucrose glucosylmutase	(1) cpd00076[0] <=> (1) cpd01200[0]	-1:cpd00076:0:0:"Sucrose";1:cpd01200:0:0:"Palatinose"	0	(1) cpd00076[0] <=> (1) cpd01200[0]	(1) Sucrose[0] <=> (1) Palatinose[0]	=	=					0	2	cpd00076;cpd01200	OK	0				approved
