rxn,genes,pwy,ncbi,uniprot,location,go,org
|RXN0-1134|,PDHA1,|PYRUVDEHYD-PWY|,,P08559,|CCO-MIT|,|GO:0016491|;|GO:0008152|;|GO:0006096|;|GO:0006084|;|GO:0005739|;|GO:0004739|,|TAX-9606|
|RXN0-1134|,pdhA,|PWY-5482|,,P75390,,,|TAX-272634|
|RXN0-1134|,pdhB,|PWY-5482|,,P75391,,,|TAX-272634|
|RXN-12654|,penE,|PWY-6915|,HQ292066,E3VWK3,,,|TAX-1905|
|RXN-20471|,bryB,|PWY-8047|,DQ889941,A2CLL1,,,|TAX-62101|
|RXN-15044|,GPT2,|PWY-7411|;|TRIGLSYN-PWY|,Z28292,P36148,,,|TAX-4932|
|RXN-15044|,SCT1,|PWY-7411|;|TRIGLSYN-PWY|,Z35773,P32784,,,|TAX-4932|
|RXN-21493|,s25dA<sub>1</sub>,|PWY-8151|,JQ292991,H9NN89,,,|TAX-157592|
|RXN-21493|,s25dB<sub>3</sub>,|PWY-8151|,JQ292992,H9NN90,,,|TAX-157592|
|RXN-21493|,s25dC<sub>3</sub>,|PWY-8151|,JQ292993,H9NN91,,,|TAX-157592|
|RXN-16942|,wA,|PWY-7696|,,Q03149,,,|TAX-162425|
|RXN-10879|,AT2G03760,,,P52839,,,|ORG-5993|
|RXN-12160|,COQ3,|PWY-5872|,AF193016,Q9NZJ6,|CCO-MIT-IMEM|;|CCO-MIT|,|GO:0005743|;|GO:0016740|;|GO:0008757|;|GO:0008171|;|GO:0006744|;|GO:0005739|;|GO:0004395|,|TAX-9606|
|RXN-20374|,3&beta;-HSD/D1,|PWY-2541|,AY957470,Q9FX01,,,|ORG-5993|
|RXN-20374|,3&beta;-HSD/D2,|PWY-2541|,DQ302749,Q67ZE1,,,|ORG-5993|
|ACETATE--COA-LIGASE-ADP-FORMING-RXN|,acdB,|PWY-5535|;|PWY-5483|,AJ240062,E7FHP1,,,|TAX-2261|
|ACETATE--COA-LIGASE-ADP-FORMING-RXN|,acdA,|PWY-5535|;|PWY-5483|,AJ240061,E7FI45,,,|TAX-2261|
|RXN-10039|,spcS,|PWY-6281|,,Q6LZM9,,,|TAX-39152|
|RXN-10039|,Sepsecs,|PWY-6281|,,Q6P6M7,,,|TAX-10090|
|RXN-17564|,tmlU,,,F8J3D9,,,|TAX-747457|
|RXN-20493|,pedI,|PWY-8049|,AY426537,Q6TAB6,,,|TAX-176282|
|RXN-11762|,rhlA,|PWY-6648|,,Q51559,,,|TAX-652611|
|RXN-17085|,PS,|PWY-6659|;|PWY-7721|,,,,,|TAX-1214568|
|RXN-20983|,cghI,,AJ133406,Q9ZPB6,,,|TAX-49450|
|RXN0-745|,nrdD,|PWY-7220|;|PWY-7222|;|PWY-7187|;|PWY0-166|,,P28903,|CCO-CYTOSOL|,|GO:0016491|;|GO:0003824|;|GO:0006260|;|GO:0015949|;|GO:0055114|;|GO:0046872|;|GO:0000166|;|GO:0005515|;|GO:0032564|;|GO:0032567|;|GO:0032556|;|GO:0009265|;|GO:0005829|;|GO:0042803|;|GO:0008270|;|GO:0031250|;|GO:0051065|;|GO:0008998|;|GO:0005524|,|TAX-511145|
|RXN-8518|,CYP720B1,|PWY-5422|;|PWY-5421|;|PWY-5412|;|PWY-5411|,AY779537,Q50EK6,,,|TAX-3352|
|RXN-11679|,padAa2,|PWY5F9-3233|,,,,|GO:0005506|;|GO:0016702|;|GO:0019439|,|TAX-101510|
|RXN-11679|,padAb2,|PWY5F9-3233|,,,,|GO:0016702|;|GO:0006725|,|TAX-101510|
|RXN-11679|,padAd2,|PWY5F9-3233|,,,,|GO:0015036|;|GO:0016702|,|TAX-101510|
|RXN-11679|,padAc2,|PWY5F9-3233|,,,,|GO:0016702|,|TAX-101510|
|RXN-11679|,padAa1,|PWY5F9-3233|,,,,|GO:0005506|;|GO:0016702|;|GO:0019439|,|TAX-101510|
|RXN-11679|,padAb1,|PWY5F9-3233|,,,,|GO:0016702|;|GO:0006725|,|TAX-101510|
|RXN-11679|,padAd1,|PWY5F9-3233|,,,,|GO:0015036|;|GO:0016702|;|GO:0050660|,|TAX-101510|
|RXN-11679|,padAc1,|PWY5F9-3233|,,Q68YB3,,|GO:0016702|,|TAX-101510|
|RXN-14129|,FCY1,|PWY-7194|;|PWY-7195|,U55193,Q12178,,,|TAX-4932|
|RXN-14129|,KPN_00632,,,A6T661,,,|TAX-573|
|RXN-19861|,mupF,|PWY-8012|,AF318063,Q8RL66,,,|ORG-6360|
|RXN-17148|,tioQ,|PWY-7733|,AM113472,Q333U9,,,|TAX-349725|
|RXN-17148|,swb14,|PWY-7733|,AB375771,D2KTY3,,,|TAX-497689|
|RXN-17148|,ecm2,|PWY-7734|,AB211309,Q0X0C2,,,|TAX-324833|
|RXN-19382|,nmpA,|PWY-7978|,KY695150,A0A222FYV4,,,|TAX-179636|
|RXN-19382|,nmpB,|PWY-7978|,KY695150,A0A222FYQ1,,,|TAX-179636|
|RXN-12077|,YP_430441,|PWY-6694|,,Q2RI41,,,|TAX-1525|
|RXN-12077|,YP_430440,|PWY-6694|,,Q2RI42,,,|TAX-1525|
|RXN-12077|,YP_430440,|PWY-6694|,,Q2RI40,,,|TAX-1525|
|LACTALDDEHYDROG-RXN|,MJ1411,|PWY-5197|,,Q58806,,,|TAX-2190|
|LACTALDDEHYDROG-RXN|,ladh,|PWY-6713|,CP001157,C1DMY3,,,|ORG-6176|
|LACTALDDEHYDROG-RXN|,LADH,|PWY-6713|,CP000496,A3LNE3,,,|TAX-322104|
|LACTALDDEHYDROG-RXN|,rhaEW,|PWY0-1317|;|RHAMCAT-PWY|,,A9WGG0,,,|TAX-324602|
|LACTALDDEHYDROG-RXN|,rhaEW,|RHAMCAT-PWY|;|PWY0-1317|,,P40747,,|GO:0019301|;|GO:0055114|;|GO:0016491|;|GO:0008152|,|TAX-224308|
|LACTALDDEHYDROG-RXN|,aldA,|PWY0-1317|;|DARABCATK12-PWY|;|PWY0-1280|,,P25553,|CCO-CYTOSOL|,|GO:0016620|;|GO:0009013|;|GO:0016491|;|GO:0055114|;|GO:0032991|;|GO:0042802|;|GO:0005829|;|GO:0019301|;|GO:0042355|;|GO:0050569|;|GO:0008911|;|GO:0004777|,|TAX-511145|
|RXN1G-1050|,fabG1,|PWYG-321|,,P9WGT2,,,|TAX-83332|
|RXN-8003|,lhpB,|PWY-5159|,,Q88NF6,,,|ORG-6168|
|RXN-8003|,lhpE,|PWY-5159|,,Q9I478,,,|TAX-208964|
|RXN-8003|,lhpB,|PWY-5159|,,Q9I477,,,|TAX-208964|
|RXN-8003|,lhpF,|PWY-5159|,,,,,|TAX-208964|
|RXN0-7368|,nanY,,,P39353,,|GO:0005515|;|GO:0006974|;|GO:0055114|;|GO:0016491|;|GO:0016836|;|GO:0042803|;|GO:0019262|,|TAX-511145|
|RXN-17210|,fadD22,|PWY-7742|,,Q7TXK7,,,|TAX-1765|
|RXN-16083|,andB,|PWY-7599|,AB981314,A0A097ZPD8,,,|TAX-1549217|
|RXN-666|,cmtC,|PWY-5163|,U24215,Q51976,,,|TAX-351746|
|RXN-13151|,hbpA,|PWY-7010|;|PWY-7011|;|PWY-7009|;|PWY-7008|,U73900,O06647,,,|TAX-46680|
|RXN1G-1528|,Rv2509,|PWYG-321|,,O01672,,,|TAX-83332|
|RXN-21057|,mtaA,|PWY-8107|,,,,,|ORG-6366|
|RXN-11342|,aslA,|PWY-6461|,AAAK03000163,Q3XW69,,,|TAX-1352|
|RXN-18479|,CYP94C1,|PWY-7859|,,Q9ZUX1,,,|ORG-5993|
|RXN0-2281|,selU,|PWY-7892|,,P33667,|CCO-CYTOSOL|,|GO:0016765|;|GO:0016740|;|GO:0005829|;|GO:0070329|;|GO:0043828|;|GO:0002098|,|TAX-511145|
|RXN-21115|,clbI,|PWY-8117|,,Q0P7J9,,,|TAX-714962|
|CHOLESTENONE-5-ALPHA-REDUCTASE-RXN|,SRD5A2,|PWY-7455|;|PWY66-378|;|PWY-8200|,L03843,P31213,|CCO-MEMBRANE|,|GO:0016491|;|GO:0016021|;|GO:0008584|;|GO:0008209|;|GO:0007548|;|GO:0007530|;|GO:0007267|;|GO:0003865|,|TAX-9606|
|CHOLESTENONE-5-ALPHA-REDUCTASE-RXN|,SRD5A1,|PWY-7455|;|PWY66-378|;|PWY-8200|,M68886,P18405,|CCO-MEMBRANE|,|GO:0016491|;|GO:0016021|;|GO:0007267|;|GO:0007530|;|GO:0007548|;|GO:0003865|,|TAX-9606|
|RXN-15561|,UBR1,|PWY-7511|,AF067387,Q8IWV7,|CCO-RIBOSOME|,|GO:0016874|;|GO:0005622|;|GO:0006412|;|GO:0003735|;|GO:0005840|,|TAX-9606|
|RXN-15561|,MARCH6,|PWY-7511|,AB011169,O60337,,,|TAX-9606|
|RXN-15561|,SSM4,|PWY-7511|,398364451,P40318,,,|TAX-559292|
|RXN-15561|,SKP2,|PWY-7511|,AB050979,Q13309,|CCO-CYTOSOL|;|CCO-CYTOPLASM|;|CCO-NUCLEOLUS|;|CCO-NUCLEUS|,|GO:1902916|;|GO:0071460|;|GO:0061630|;|GO:0048661|;|GO:0042981|;|GO:0042802|;|GO:0033148|;|GO:0019005|;|GO:0016567|;|GO:0006511|;|GO:0005829|;|GO:0005737|;|GO:0005730|;|GO:0005634|;|GO:0005515|;|GO:0000209|;|GO:0000086|;|GO:0000082|;|GO:0051726|;|GO:0016301|;|GO:0008283|,|TAX-9606|
|RXN-15561|,SKP1,|PWY-7511|,L49170,P63208,|CCO-EXTRACELLULAR|;|CCO-CYTOPLASM|;|CCO-NUCLEUS|,|GO:0097602|;|GO:0070062|;|GO:0051457|;|GO:0035518|;|GO:0031467|;|GO:0031146|;|GO:0019005|;|GO:0016567|;|GO:0008013|;|GO:0006511|;|GO:0005737|;|GO:0005634|;|GO:0005515|;|GO:0004842|;|GO:0005575|;|GO:0003674|;|GO:0003746|;|GO:0008150|,|TAX-9606|
|RXN-15561|,CUL1,|PWY-7899|;|PWY-7511|,AF062536,Q13616,,|GO:1990452|;|GO:0031625|;|GO:0031461|;|GO:0031146|;|GO:0019005|;|GO:0016567|;|GO:0016032|;|GO:0009887|;|GO:0008283|;|GO:0006915|;|GO:0006513|;|GO:0006511|;|GO:0005515|;|GO:0000082|;|GO:0097193|;|GO:0007049|;|GO:0008285|;|GO:0007050|,|TAX-9606|
|RXN-15561|,RBX1,|PWY-7899|;|PWY-7511|,AL080242,P62878,|CCO-NUC-LUM|;|CCO-NUCLEUS|,|GO:0008190|;|GO:0008023|;|GO:0006511|;|GO:0005680|;|GO:0004842|;|GO:0000151|;|GO:0051726|,|TAX-9606|
|RXN-13031|,lpa,,AY735444,Q5XVM9,,,|TAX-1351|
|RXN-13031|,cobB,,,P75960-1,|CCO-CYTOSOL|,|GO:0061699|;|GO:0061698|;|GO:0061697|;|GO:0036048|;|GO:0016740|;|GO:0008270|;|GO:0006476|;|GO:0003950|;|GO:0036047|;|GO:0036054|;|GO:0070403|;|GO:0046872|;|GO:0005737|;|GO:0042803|;|GO:0035438|;|GO:0061690|;|GO:0051607|;|GO:0005829|;|GO:0005515|;|GO:0034983|;|GO:0036055|;|GO:0036049|;|GO:0034979|;|GO:0006935|,|TAX-511145|
|RXN-2982|,ILR1,|PWY-1822|,U23794,,|CCO-ER|,|GO:0005783|,|ORG-5993|
|RXN-2982|,ILL4,|PWY-7859|;|PWY-1822|,AF081067,O04373,|CCO-ER|,|GO:0005783|,|ORG-5993|
|1.2.4.4-RXN|,bfmBAB,|PWY-8174|;|ILEUDEG-PWY|;|PWY-8173|;|VALDEG-PWY|;|PWY-8175|,M97391,P37941,,,|TAX-1423|
|1.2.4.4-RXN|,bfmBAA,|PWY-8174|;|ILEUDEG-PWY|;|PWY-8173|;|VALDEG-PWY|;|PWY-8175|,M97391,P37940,,,|TAX-1423|
|1.2.4.4-RXN|,BCKDHB,|LEU-DEG2-PWY|;|ILEUDEG-PWY|;|PWY-5130|;|PWY66-428|;|VALDEG-PWY|;|PWY-5046|,M55575,P21953,,,|TAX-9606|
|1.2.4.4-RXN|,BCKDHA,|LEU-DEG2-PWY|;|ILEUDEG-PWY|;|PWY-5130|;|PWY66-428|;|VALDEG-PWY|;|PWY-5046|,Z14093,P12694,,,|TAX-9606|
|RXN-9481|,aflG,|PWY-5954|,AY371490,Q12732,,,|TAX-5067|
|RXN1G-27|,hadB,|PWYG-321|,,P96927,,,|TAX-83332|
|RXN1G-27|,hadA,|PWYG-321|,,P9WFK1,,,|TAX-83332|
|RXN-15063|,tylM2,|PWY-7415|,"48,660",P95747,,,|TAX-1906|
|RXN-15063|,tylM3,|PWY-7415|,X81885,P95746,,,|TAX-1906|
|RXN-21512|,HHT4,|PWY-8157|,MH397064,A0A4Y5UJ70,,,|TAX-4498|
|RXN-10895|,ligZ,|PWY-6340|,AB007823,O82834,,,|TAX-502559|
|RXN-17862|,NAA10,|PWY-7800|,U52112,P41227,|CCO-NUCLEUS|,|GO:0005634|;|GO:0016740|;|GO:0006323|;|GO:0051276|;|GO:0016746|;|GO:0008080|;|GO:0006475|,|TAX-9606|
|RXN-17862|,NAA15,|PWY-7800|,AF327722,Q9BXJ9,,|GO:0016740|,|TAX-9606|
|RXN-12183|,PKSA,|PWY-6733|,,O23674,,,|ORG-5993|
|RXN-12183|,PKSB,|PWY-6733|,,Q8LDM2,,,|ORG-5993|
|RXN-13260|,ols,|PWY-7029|,,B1XKC6,,,|TAX-32049|
|ACETOOHBUTREDUCTOISOM-RXN|,ilvC,|ILEUSYN-PWY|;|VALSYN-PWY|,,Q0KCU2,,,|TAX-381666|
|ACETOOHBUTREDUCTOISOM-RXN|,ilvC,|PWY-7111|;|VALSYN-PWY|;|ILEUSYN-PWY|;|PANTO-PWY|,,P05793,|CCO-CYTOSOL|,|GO:0046872|;|GO:0005737|;|GO:0016491|;|GO:0009082|;|GO:0008652|;|GO:0050661|;|GO:0055114|;|GO:0015940|;|GO:0008677|;|GO:0032991|;|GO:0042802|;|GO:0000287|;|GO:0005829|;|GO:0009097|;|GO:0004455|;|GO:0009099|,|TAX-511145|
|RXN-10055|,arfA,|PWY-6167|,,Q57609,,,|TAX-2190|
|1.7.2.2-RXN|,otr,|PWY-5358|,,Q8E9W8,|CCO-PERI-BAC|,|GO:0030288|,|TAX-211586|
|1.7.2.2-RXN|,nrfA,|PWY-5674|,3278834,Q5E4J7,|CCO-PERI-BAC|,|GO:0030288|,|TAX-668|
|RXN-17581|,etnC,|PWY-7776|,AY243034,Q6XBI6,,,|TAX-931627|
|RXN-17581|,etnA,|PWY-7776|,AY243034,Q6XBI8,,,|TAX-931627|
|RXN-17581|,etnD,|PWY-7776|,AY243034,,,,|TAX-931627|
|RXN-17581|,etnB,|PWY-7776|,,Q6XBI7,,,|TAX-931627|
|RXN1G-306|,kasA,|PWYG-321|,,P9WQD9,,,|TAX-83332|
|1.14.13.8-RXN|,FMO3,|PWY66-201|,Z47552,P31513,,,|TAX-9606|
|RXN-14617|,bgpA,,GU196785,D2KAT1,,,|TAX-490575|
|RXN-21010|,ethA,,,Q88J44,|CCO-CYTOSOL|,|GO:0055114|;|GO:0050661|;|GO:0050660|;|GO:0016709|;|GO:0016491|;|GO:0004499|;|GO:0004497|;|GO:0005829|,|TAX-160488|
|RXN-8534|,CYP720B1,|PWY-5422|;|PWY-5421|;|PWY-5412|;|PWY-5411|,AY779537,Q50EK6,,,|TAX-3352|
|RXN-19895|,fldA,|PWY-8016|;|PWY-8017|;|PWY-8014|,AF420489,Q93AM1,,,|TAX-1509|
|2.1.1.63-RXN|,ada,,,P06134,|CCO-CYTOSOL|,|GO:0005515|;|GO:0016740|;|GO:0008168|;|GO:0008152|;|GO:0046872|;|GO:0043565|;|GO:0006355|;|GO:0032259|;|GO:0008270|;|GO:0003824|;|GO:0003677|;|GO:0006281|;|GO:0018125|;|GO:0045893|;|GO:0045892|;|GO:0005829|;|GO:0003700|;|GO:0080111|;|GO:0006307|;|GO:0006974|;|GO:0003908|,|TAX-511145|
|2.1.1.63-RXN|,ogt,,,P0AFH0,|CCO-CYTOSOL|,|GO:0003824|;|GO:0032259|;|GO:0016740|;|GO:0008168|;|GO:0006974|;|GO:0006281|;|GO:0005737|;|GO:0005829|;|GO:0006307|;|GO:0003908|,|TAX-511145|
|PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN|,INPP5F,|PWY-6368|,AB023183,Q9Y2H2,,,|TAX-9606|
|PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN|,INPP5J,|PWY-6363|;|PWY-6364|;|PWY-6362|;|PWY-6368|,AK095944,Q15735,,,|TAX-9606|
|PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN|,INPP5E,|PWY-6368|,AF187891,Q9NRR6,,,|TAX-9606|
|PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN|,SYNJ1,|PWY-6363|;|PWY-6364|;|PWY-6362|;|PWY-6368|,AF009039,O43426,,,|TAX-9606|
|PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN|,INPP5B,|PWY-6363|;|PWY-6364|;|PWY-6362|;|PWY-6368|,M74161,P32019,,,|TAX-9606|
|PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN|,INPP5K,|PWY-6363|;|PWY-6364|;|PWY-6362|;|PWY-6368|,AB036829,Q9BT40,,,|TAX-9606|
|PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN|,OCRL,|PWY-6363|;|PWY-6368|;|PWY-6364|;|PWY-6362|,M88162,Q01968,|CCO-GOLGI-VES|,|GO:0005798|,|TAX-9606|
|PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN|,SYNJ2,|PWY-6363|;|PWY-6364|;|PWY-6362|;|PWY-6368|,AY152396,O15056,,,|TAX-9606|
|PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN|,5PTase14,|PWY-6363|,,,,,|ORG-5993|
|PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN|,5PTase11,,,,,,|ORG-5993|
|PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN|,5PTase7,,,,|CCO-NUCLEUS|,|GO:0005634|,|ORG-5993|
|RXN-19399|,POMGNT2,|PWY-7979|,AK027472,Q8NAT1,|CCO-ER-MEM|;|CCO-ER|,|GO:0097363|;|GO:0035269|;|GO:0016757|;|GO:0016740|;|GO:0016021|;|GO:0016020|;|GO:0008375|;|GO:0006493|;|GO:0006486|;|GO:0005789|;|GO:0005783|;|GO:0005515|;|GO:0001764|,|TAX-9606|
|RXN1G-364|,fabG1,|PWYG-321|,,P9WGT2,,,|TAX-83332|
|RXN66-534|,CTH,|PWY66-426|;|HOMOCYSDEGR-PWY|,AL354872,P32929,,|GO:0004123|,|TAX-9606|
|RXN66-534|,CBS,|PWY66-426|;|HOMOCYSDEGR-PWY|,AF042836,P35520,,|GO:0019343|;|GO:0006535|;|GO:0004122|,|TAX-9606|
|RXN-16575|,VrtK,|PWY-7659|,,,,,|TAX-36650|
|RXN-21516|,iboC,|PWY-8158|,,A0A0C2W6G6,,,|TAX-41956|
|RXN18C3-111|,ASAT4,,KT716261,,,,|TAX-33119|
|RXN-13693|,&beta;-primeverosidase,|PWY-7114|,AB088027,Q7X9A9,,,|TAX-542762|
|RXN-16099|,efd1,|PWY-7601|;|PWY-7602|,,Q9SWQ9,,,|TAX-3039|
|RXN-16099|,D8Des,|PWY-7601|;|PWY-7602|,DQ995518,A4KDP1,,,|TAX-561169|
|RXN-6741|,IEMT1,|PWY-4201|,U86760,,,,|TAX-36903|
|RXN-6741|,EOMT1,|PWY-4201|,AF435008,,,,|TAX-39350|
|RXN-6741|,OMT1,|PWY-4201|,AB086103,Q7X9J1,,,|TAX-74649|
|2.4.1.135-RXN|,B3GAT1,|PWY-6557|,AB029396,Q9P2W7,,,|TAX-9606|
|2.4.1.135-RXN|,B3GAT3,|PWY-6557|,AB009598,O94766,,,|TAX-9606|
|2.4.1.135-RXN|,B3GAT2,|PWY-6557|,AY070110,Q9NPZ5,,,|TAX-9606|
|RXN-13174|,neoG,|PWY-7016|;|PWY-7015|,AB211959,Q53U15,,,|TAX-1906|
|RXN-18958|,crtS,|PWY-5944|;|PWY-5288|,DQ201828,Q3HR17,,,|TAX-264483|
|RXN-18958|,crtW148,|PWY-5288|,,B2IZ40,,,|TAX-272131|
|RXN-18958|,crtW38,|PWY-5288|,NZ_AAAY02000007,,,,|TAX-272131|
|RXN-18958|,BKT,,,Q4VKB4,,,|TAX-3055|
|RXN-18958|,bkt2,|PWY-5288|,D45881,Q39982,,,|TAX-44745|
|RXN-18958|,bkt1,|PWY-5288|,X86782,O23973,,,|TAX-44745|
|RXN1G-4142|,fadD32,|PWYG-321|,,O53580,,,|TAX-83332|
|GANGLIOSIDE-GALACTOSYLTRANSFERASE-RXN|,B3GALT4,|PWY-7836|,AB022537,O96024,,|GO:0006486|;|GO:0008499|,|TAX-9606|
|RXN-11360|,GAMT1,|PWY-6477|,,F4JUY5,,,|ORG-5993|
|RXN-21611|,fabHA,|PWY-8173|;|PWY-8175|;|PWY-8174|,,O34746,|CCO-CYTOSOL|,|GO:0006631|;|GO:0006629|;|GO:0033818|;|GO:0016740|;|GO:0016746|;|GO:0008152|;|GO:0006633|;|GO:0005737|;|GO:0004315|;|GO:0003824|,|TAX-224308|
|RXN-21611|,fabHB,|PWY-8173|;|PWY-8175|;|PWY-8174|,,O07600,|CCO-CYTOSOL|,|GO:0006631|;|GO:0006629|;|GO:0033818|;|GO:0016740|;|GO:0016746|;|GO:0008152|;|GO:0006633|;|GO:0005737|;|GO:0004315|;|GO:0003824|,|TAX-224308|
|RXN0-268|,ASCT,|PWY-5536|;|PWY-7384|,EU786800,C6EUD4,|CCO-MIT|,|GO:0005739|,|TAX-6192|
|RXN0-268|,scpC,|PWY0-43|,,P52043,|CCO-CYTOSOL|,|GO:0008775|;|GO:0006083|;|GO:0003986|;|GO:0019679|;|GO:0016740|;|GO:0006084|;|GO:0005829|;|GO:0043821|,|TAX-511145|
|RXN-18605|,nrfA,|PWY0-1585|;|PWY-722|;|PWY-8146|;|PWY-8145|;|PWY-5274|;|PWY-5386-1|;|MGLDLCTANA-PWY|;|PWY-5276|;|AMMOXID-PWY|;|PWY-6464|;|PWY-7780|;|PWY-6677|;|PWY-5296|;|THIOSULFOX-PWY|;|PWY-8058|;|P303-PWY|;|PWY-6523|;|PWY-5458|;|P581-PWY|;|PWY-882|;|PWY-8143|;|PWY4FS-11|;|PWY-8142|;|PWY-8162|;|PWY-6692|;|PWY-3781|;|PWY-7279|;|PWY-5674|;|PWY-6748|;|PWY-4521|;|DENITRIFICATION-PWY|;|PWY-7084|;|P282-PWY|;|PWY-8147|,,P0ABK9,|CCO-PERI-BAC|,|GO:0005506|;|GO:0046872|;|GO:0042128|;|GO:0005509|;|GO:0006807|;|GO:0016491|;|GO:0042597|;|GO:0055114|;|GO:0016966|;|GO:0042279|;|GO:0020037|;|GO:0019645|;|GO:0030288|,|TAX-511145|
|3.1.3.62-RXN|,PTEN,|PWY-6368|;|PWY-6364|,U96180,P60484,,,|TAX-9606|
|3.1.3.62-RXN|,MINPP1,|PWY-6364|;|PWY-6366|;|PWY-6405|,AF084943,Q9UNW1,|CCO-ER|,|GO:0005783|,|TAX-9606|
|CHORISMATE-SYNTHASE-RXN|,aroF,|PWY-6163|,,,,,|TAX-1423|
|CHORISMATE-SYNTHASE-RXN|,aroC,|PWY-6163|,,P12008,|CCO-CYTOSOL|,|GO:0010181|;|GO:0016829|;|GO:0009073|;|GO:0008652|;|GO:0005829|;|GO:0042802|;|GO:0004107|;|GO:0009423|,|TAX-511145|
|RXN-14381|,ISU1,|PWY-7250|;|PWY-6987|;|PWY0-501|;|PWY0-1275|,62900447,Q03020,,,|TAX-4932|
|RXN-14381|,ISU2,|PWY-7250|,398365839,,,,|TAX-4932|
|RXN-14381|,iscU,|PWY-7250|,,P0ACD4,|CCO-CYTOSOL|,|GO:0005737|;|GO:0008198|;|GO:0006879|;|GO:0051536|;|GO:0005506|;|GO:0042802|;|GO:0005829|;|GO:0051539|;|GO:0051537|;|GO:0005515|;|GO:0016226|,|TAX-511145|
|RXN-15586|,MomA,|PWY-7513|,AB198053,Q5H782,,,|TAX-1890|
|RXN-3221|,LjCHI1,|PWY-2002|,AB054801,,,,|TAX-34305|
|RXN-3221|,LjCHI2,|PWY-2002|,AB054802,,,,|TAX-34305|
|RXN-3221|,LjCHI3,|PWY-2002|,AB073787,Q8H0F6,,,|TAX-34305|
|RXN1G-509|,inhA,|PWYG-321|,,P9WGR1,,,|TAX-83332|
|RXN-12695|,PMaT1,|PWY-6930|,,Q940Z5,,,|ORG-5993|
|RXN-12695|,PMaT2,|PWY-6930|,,Q9LRQ8,,,|ORG-5993|
|RXN-15079|,frbG,|PWY-7419|,DQ267750,Q0ZQ42,,,|TAX-359131|
|RXN-21529|,PaNMT,|PWY-5883|,MH029305,A0A2Z3EKZ6,,,|TAX-33152|
|RXN-10911|,ADH4,|PWY-6342|,,P08319,,,|TAX-9606|
|RXN-12203|,GWD,|PWY-6724|,,Q9SAC6,|CCO-CHLOROPLAST|,|GO:0009507|,|ORG-5993|
|RXN-18068|,tunA,|PWY-7821|,HQ172897,E5KJ94,,,|TAX-1969|
|RXN-14950|,LIP5,|PWY-7382|,Z75104,P32875,,,|TAX-4932|
|RXN-20406|,GCLM,|PWY-8043|;|GLUTATHIONESYN-PWY|,L35546,P48507,|CCO-CYTOPLASM|;|CCO-CYTOSOL|,|GO:2001237|;|GO:0097069|;|GO:0071372|;|GO:0071333|;|GO:0051900|;|GO:0051409|;|GO:0097746|;|GO:0046982|;|GO:0044752|;|GO:0044344|;|GO:0043524|;|GO:0042493|;|GO:0035733|;|GO:0035729|;|GO:0035229|;|GO:0035226|;|GO:0030234|;|GO:0017109|;|GO:0014823|;|GO:0008637|;|GO:0007584|;|GO:0007568|;|GO:0006979|;|GO:0006749|;|GO:0006536|;|GO:0005829|;|GO:0006750|;|GO:0006534|;|GO:0004357|,|TAX-9606|
|RXN-20406|,GCLC,|PWY-8043|;|GLUTATHIONESYN-PWY|,AF118846,P48506,|CCO-CYTOPLASM|;|CCO-CYTOSOL|,|GO:2001237|;|GO:2000490|;|GO:0097069|;|GO:0071372|;|GO:0071333|;|GO:0071260|;|GO:0070555|;|GO:0051900|;|GO:0051409|;|GO:0097746|;|GO:0046982|;|GO:0046686|;|GO:0046685|;|GO:0045892|;|GO:0045454|;|GO:0044752|;|GO:0044344|;|GO:0043531|;|GO:0043524|;|GO:0043066|;|GO:0035729|;|GO:0032869|;|GO:0032436|;|GO:0031397|;|GO:0019852|;|GO:0017109|;|GO:0016874|;|GO:0016595|;|GO:0014823|;|GO:0009725|;|GO:0009410|;|GO:0009408|;|GO:0008637|;|GO:0007584|;|GO:0007568|;|GO:0006979|;|GO:0006749|;|GO:0005829|;|GO:0005524|;|GO:0000287|;|GO:0000166|;|GO:0006750|;|GO:0006536|;|GO:0006534|;|GO:0004357|,|TAX-9606|
|RXN-20406|,gshA,|GLUTATHIONESYN-PWY|;|PWY-7255|;|PWY-8043|,,P74515,,,|TAX-1148|
|3-OXOACYL-ACP-REDUCT-RXN|,AT1G24360,|PWY-5989|;|FASYN-ELONG-PWY|;|PWY-5971|,X64464,P33207,|CCO-CHLOR-STR|,|GO:0009570|,|ORG-5993|
|3-OXOACYL-ACP-REDUCT-RXN|,rhlG,,,Q9RPT1,,,|TAX-287|
|3-OXOACYL-ACP-REDUCT-RXN|,OAR1,|PWY-7388|,Z28055,P35731,,,|TAX-4932|
|3-OXOACYL-ACP-REDUCT-RXN|,fabG1,|PWY1A0-6120|,,,,,|TAX-100226|
